id,pref,age,gender,FA
23213,福島県,67,女性,歴史の勉強にもなり、興味をもって読むことができた。
23214,静岡県,67,女性,ワクチン接種が始まり来年こそは旅をしたいと思っています。いろいろな情報を楽しみにしています。
23215,秋田県,77,男性,出かけたいのだが、この状態ではガマン　ガマン。
23216,長野県,70,男性,本年の世界自然遺産の申請地状況。
23217,兵庫県,74,男性,吉野ヶ里遺跡に限らず、今月の縄文、古墳の特集は面白かった
23218,京都府,82,男性,福島浜通り～三陸海岸への旅、常磐線沿線の旅情報、とくにBRTについて知りたい
23219,東京都,72,男性,エリア特集をもっと掘り下げて
23220,兵庫県,74,男性,特にありません
23221,静岡県,67,男性,北海道・北東北の縄文遺跡群の世界遺産登録勧告が発表された、まさしくいいタイミングの記事に楽しませて頂いた。
23222,富山県,72,女性,森林浴求めて旅した気分になれてよかった。
23223,福井県,77,男性,かくれた鉄道の紹介
23224,東京都,67,男性,神秘な場所特集を組んでほしい
23225,千葉県,78,男性,ｺﾛﾅで旅も出来ず、本誌を読むのを楽しんでおりまあす。
23226,奈良県,83,女性,関西出発の企画が少ないように思う。現況でも安心して行ける地域は？
23227,福岡県,85,男性,ゆったりとした旅行の計画
23228,東京都,71,女性,秋ごろから旅行が出来そうなので楽しみです。安岐の宮島を予定してます。情報をお願いいたいます。
23229,岡山県,78,男性,特にありません。
23230,神奈川県,71,男性,格安な旅行も紹介してほしい
23231,埼玉県,75,無回答,今回は表紙から興味を引きました。縄文遺跡行ってみたい。
23232,千葉県,72,女性,宿と列車の組合せで自由観光情報がほしい
23233,富山県,62,女性,なかなか旅行に行けない今  写真がたくさんのっているのがありがたいです。
23234,静岡県,82,男性,いつも楽しい記事に満足しています。
23235,千葉県,85,男性,国内の隠れた仏像などの記事掲載きぼうします。
23236,静岡県,75,女性,旅気分をありがとうございます。
23237,宮城県,69,男性,特にありません
23238,千葉県,74,男性,以前ありました「城巡り」の解説や体験談の記事を希望します。
23239,東京都,71,女性,謎解き、不思議探訪、鉄道の旅など、「列車乗車中の楽しみ」と「旅の目的地の楽しみ」の両方について情報を得られているので、今後も掲載を続けてほしい。
23240,東京都,83,男性,毎回工夫されていてよい。
23241,東京都,83,男性,maikai
23242,山形県,67,男性,いつも楽しみにしています。
23243,青森県,67,男性,三内丸山遺跡他、北海道・北東北縄文遺跡群が世界遺産になりそうです。まさに時を得た特集でした。
23244,滋賀県,65,女性,コロナが終わったら旅に行きたくなる様なローカル線の情報を見ていると楽しくなります。
23245,山梨県,71,男性,歴史探訪　各地の史跡の紹介を続けて欲しい
23246,愛知県,65,女性,毎号楽しみにしています。ワクチン接種が始まり，旅行に抱かけられる日が近づいていますね。
23247,滋賀県,69,女性,高齢者向け旅行記　益々のご発展をお祈りします
23248,東京都,65,男性,古代の記事は面白い。こういうのを増やして欲しい。
23249,愛知県,76,男性,クロスワードパズルだけでなく、ほかのパズルもお願いします！
23250,岡山県,85,男性,古代ふしぎ探訪は楽しく拝見させていただきました。
23251,奈良県,80,女性,国内旅行記事
23252,東京都,73,女性,毎月、楽しみに読んで、旅気分になってます。
23253,千葉県,65,男性,秘湯特集を希望
23254,奈良県,83,男性,国内旅行記事
23255,神奈川県,71,女性,クイズ的なものを増やして欲しい。
23256,岐阜県,71,女性,今年はまだ会員証を利用していません。
23257,神奈川県,77,男性,今月号は４２ページだけど以前は55ページでした。経費節減とは言え非常に残念です。
23258,石川県,77,男性,古代文明
23259,神奈川県,69,男性,毎回楽しく読んでます
23260,石川県,72,男性,盛りだくさんな話題で楽しく見ています。旅する候補地の参考になります
23261,茨城県,71,男性,四万やまぐち館の部屋とか、お風呂とか、それから、周辺の観光案内が欲しいと思いました。
23262,東京都,68,男性,JRならではの、列車の紹介記事が見たい。
23263,茨城県,71,男性,四万やまぐち館の部屋とか、お風呂とか、それから、周辺の観光案内が欲しいと思いました。
23264,静岡県,70,男性,特になし
23265,福岡県,72,男性,いつも参考にしております。今回は、縄文・弥生時代の遺跡特集でしたが、丁度世界遺産の発表とほぼ同時に縄文遺跡群が掲載されており、より一層興味がわきました。タイムリーな記事大変ですが、頑張ってください。
23266,神奈川県,68,男性,珍味を特集してほしい。
23267,東京都,73,女性,毎月、楽しみに読んで、旅気分になってます。
23268,兵庫県,68,男性,郷土料理についての記事をもっとお願いいたします。
23269,岩手県,66,男性,この分量でお願いします。
23270,京都府,70,男性,大阪、京都からの推奨旅と時刻表
23271,千葉県,71,女性,いつも楽しんで読ませていただいています。今、世の中楽しんで旅行に行ける状況じゃないので旅行に行った気分になれる楽しい記事が嬉しいです。よろしくお願いします。
23272,長野県,63,女性,写真を交えて、分かりやすく記述してあり、毎号楽しく読んでいます。
23273,岩手県,68,男性,いつも楽しく拝読しています。
23274,茨城県,71,男性,四万やまぐち館
23275,千葉県,71,男性,特になし
23276,栃木県,75,男性,無し
23277,愛知県,70,男性,北陸、能登のうまいものの特集
23278,北海道,65,男性,ビューカード利用で利用料金割引施設の掲載をお願いしたい。
23279,徳島県,71,男性,毎号、全国の観光地の細部(美味しい もの、特産品、土産、温泉等)紹介していただき、旅行計画に反映させています。 　　
23280,神奈川県,68,男性,なかなか行けない地方の絶景を紹介してください。
23281,岡山県,83,男性,何時も興味有る記事を有難う御座います。
23282,広島県,71,男性,北海道の記事が載るといつも嬉しい
23283,静岡県,71,男性,先人たちの知識の深さに思いをはせ遺跡群を旅してみたい
23284,新潟県,69,男性,特になし。
23285,滋賀県,67,女性,毎回楽しみに待ってます。
23286,広島県,72,女性,毎回届くのを楽しみにしています。今は自粛で思うように行動出来ませんが、旅行気分になって癒やされています。これからもすてきな情報楽しみにしています。ありがとうございます
23287,福島県,77,男性,毎月、届くのを楽しみにしております。
23288,東京都,67,男性,写真が綺麗で、いつも楽しみに見ております。
23289,山形県,69,男性,特になし
23290,長崎県,68,男性,若かりし頃、道東で暮らした記憶がよみがえりました。感謝いたします。
23291,愛知県,72,女性,いつも情報が満載で面白い
23292,神奈川県,72,男性,個人旅行でのモデルコースの紹介をして欲しい
23293,愛知県,62,女性,各記事に地図があるのは、イメージが膨らんでとてもよいです。写真も美しくて誌上の旅が楽しめます。通販のページは不要ですが、仕方ないでしょうね。
23294,茨城県,66,女性,縄文時代に関する記事がおもしろかった。
23295,茨城県,67,女性,面白く見ています
23296,茨城県,69,男性,面白く見ています
23297,神奈川県,71,女性,日帰りで行く鉄道旅シリーズ
23298,岡山県,74,男性,歴史ものがよかった
23299,岩手県,73,男性,いつも楽しみにしています。
23300,愛知県,77,男性,読みやすくなりました。
23301,神奈川県,72,男性,いつも楽しく拝読しています
23302,兵庫県,79,男性,古代史には興味あり。行ってみたい
23303,千葉県,72,男性,「道東を駆け抜ける絶景風景旅」を楽しく拝読しました。
23304,長野県,65,男性,毎号楽しみにしています。
23305,東京都,64,女性,古代ふじぎ探訪、興味深かったです。写真も面白かった。
23306,長野県,75,男性,毎回楽しみに拝見しています。
23307,山口県,68,男性,リーズナブルな宿の紹介
23308,山口県,63,女性,リーズナブルな宿の紹介
23309,岩手県,73,男性,旅の情報誌としてとても役立ちます。
23310,山形県,81,男性,特にありません。毎号楽しみにしております。
23311,群馬県,70,男性,プレゼントを、もっと増やして欲しい。
23312,愛知県,65,女性,有効期限の延長を
23313,愛知県,70,男性,旅行できないのに会費とは
23314,静岡県,78,男性,旅の参考になります。
23315,愛知県,80,男性,特になし
23316,神奈川県,73,男性,季節ごとの風物詩なども良いのでは？
23317,宮城県,25,女性,面白い記事が多いのでこれからも頑張ってください
23318,静岡県,77,女性,毎月　楽しみにしています。
23319,静岡県,81,男性,毎月　楽しみにしています。
23320,千葉県,73,男性,いつも楽しく読んでいます。
23321,神奈川県,79,男性,毎月号に健康のポイントの短編記事を掲載してほしい
23322,岡山県,82,男性,中国地方の特集を楽しみにしています。
23323,愛知県,68,女性,高齢者向けの安全運転の心得のような記事を載せて頂きたい
23324,愛知県,73,男性,各地のカラー写真は旅行した気分にさせて頂けるので毎号楽しみにしています
23325,長野県,68,男性,旅に出たくなります。コロナの終息を待ってます。
23326,大阪府,72,女性,内容を纏めてと取り掛かるのですが、結局、旅情報全部を保存してしまいます。特に東北は、何度も旅したいので、更なる情報に期待しています。有難うございました！
23327,鳥取県,69,女性,毎号楽しく拝読しております。
23328,鳥取県,69,男性,いつも楽しく拝読しております。
23329,京都府,74,女性,高知県梼原町の情報を載せてください
23330,滋賀県,68,男性,プレゼント企画を増やして欲しい
23331,静岡県,77,男性,楽しみにしています
23332,石川県,72,女性,今回のような世界遺産、日本遺産を扱ってほしい。
23333,静岡県,66,男性,高齢者にやさしい大きな活字にして欲しい
23334,大阪府,65,女性,もう少しテーマを絞って深掘りしてもよいと思います
23335,山口県,80,男性,観光案内だけでなく、も少し記事をほりさげてみては。
23336,兵庫県,73,女性,特にありません。
23337,兵庫県,78,男性,特にありません。
23338,富山県,80,女性,コロナ禍の中新しい発見ができ、楽しみにしております。日本はまだまだ広いと4
23339,千葉県,67,女性,いろいろ参考にさせて頂いてますのでコロナが、落ち着きましたら利用したいと思います
23340,東京都,75,男性,いつも楽しく読ませていただいていますが、絶景場所の紹介に加えて、その付近の地政学的、歴史的背景などをおしえていただくとありがたい。
23341,東京都,71,男性,特になし
23342,茨城県,72,男性,只見線の情報を希望
23343,神奈川県,78,男性,切り抜いて使用するのでページ割を考慮してください。
23344,栃木県,74,男性,北海道・北東北の縄文遺跡群はタイムリーで興味深かったです。
23345,香川県,78,男性,県内旅行でもジパング特典のある企画を期待
23346,東京都,68,男性,秘湯温泉記事があれば良い
23347,広島県,70,男性,梅雨にちなんだ記事が欲しい
23348,東京都,75,男性,毎回、興味のある記事を楽しみにしています。「あ～そ」の内、一つだけの選択では当方の意図が正しく反映されないと思います。
23349,石川県,69,男性,特にありません
23350,愛知県,83,男性,このままでいいと思います。できれば増ページを。
23351,福島県,62,女性,もう少し
23352,大阪府,63,女性,楽しい旅情報をありがとうございます
23353,東京都,67,女性,花が綺麗な季節になったので、花の名所や見ごろの時期などを紹介して頂けると嬉しいです。
23354,東京都,76,女性,過去に訪れた所の記事は楽しく、未知の世界も楽しく。
23355,兵庫県,67,女性,今回の遺跡の話題は興味深いものでした。
23356,福島県,68,女性,毎月楽しみです。安価な旅行提案をお願いします。
23357,神奈川県,74,男性,毎号、旅の紹介（名湯の温泉宿）を楽しみにしております。
23358,茨城県,61,女性,全国の仏像特集
23359,福島県,70,男性,毎回ボケ防止にクロスワードパズルをしています。楽しみ！！
23360,静岡県,72,女性,北海道、北東北の縄文遺跡を訪ねたいと思いながら、3年経ってしまいました。
23361,広島県,60,女性,今はコロナ禍で行けませんが、眺めているのも楽しいし、旅行に行ける日を楽しみにしています！
23362,広島県,60,女性,今はコロナ禍で行けませんが、
23363,富山県,64,女性,頭の体操的なページがあるといい。
23364,広島県,60,女性,今はコロナ禍で行けませんが、
23365,東京都,72,女性,掲載されている各地に旅行できる日が早く来ることを願っています。
23366,千葉県,74,男性,年金者にも気軽に行ける旅
23367,静岡県,71,女性,写真がいつも綺麗で行ってみたくなります。
23368,千葉県,66,女性,自由に旅行ができない今こそ、各地の紹介が楽しみです。
23369,千葉県,79,女性,コロナが収束したら是非とも行ってみたくなる内容でした
23370,奈良県,68,女性,縄文遺跡の特集は、タイムリーでした。第2信も期待しています。
23371,愛知県,80,女性,ファシヨン類の価格が、送料もあって少し高いように思います。最近の通販サイトは無料が多いようです。です。
23372,埼玉県,73,女性,特にはございません
23373,愛知県,71,男性,記事の数を減らし一つの記
23374,東京都,63,女性,贅なるひとときで紹介されている旅行は本当に高価です。もう少し現実的な価格なら検討の楽しみがあるのですが-
23375,兵庫県,70,男性,あ～かの「古代ふしぎ探訪」全部よかった。うの「縄文・弥生・古墳時代」の解説も参考になった。
23376,広島県,67,男性,新型コロナウイルスで旅に出る機会が得られない状況の中、ページをめくるだけで状況が許すようになった時の楽しみが得られます。
23377,千葉県,69,男性,今旅行を自粛しているので本誌を見て楽しんでいます。
23378,神奈川県,68,男性,温泉の紹介
23379,千葉県,85,男性,旅の最新情報を特集してください。旅行計画作成の参考にしたいと思います。
23380,千葉県,62,女性,今旅行を自粛しているので本誌を見て楽しんでいます。
23381,兵庫県,74,男性,いつも楽しみにしています
23382,静岡県,70,女性,珍しい所紹介して下さい。
23383,東京都,77,女性,城、富士塚を取り上げて頂いたら嬉しいです。
23384,秋田県,71,男性,コロナ禍の中、誌上旅を楽しんでいる。
23385,静岡県,77,男性,内容に満足
23386,北海道,73,男性,毎号楽しみにしております。
23387,栃木県,74,女性,毎月楽しみにしています
23388,大阪府,85,男性,最近開業されたホテルの情報
23389,大阪府,62,女性,レスコロナ禍も２年目となり、かなりストもあります。早くワクチンが行き渡り安心して自由に本誌の旅情報で行きたい場所に旅ができるようになりますように！
23390,埼玉県,66,女性,お酒の特集特に蔵元めぐりなど企画して欲しい
23391,大阪府,83,女性,最近開業されたホテルの情報
23392,福岡県,79,女性,5/27の朝日新聞の1面に北海道・北東北世界遺産へ17ヶ所ユネスコに勧告を見ていましたら、丁度ジパング?楽部の本と一致し一度旅行したいと思います。
23393,兵庫県,69,男性,世界遺産登録の話題である古墳の特集は興味深かった。
23394,奈良県,71,男性,地域の自然の状況についての記事を期待しています。
23395,神奈川県,71,男性,遺産問題も含め老後の身辺整理について詳しく知りたいと思います。
23396,三重県,68,男性,この一年半、コロナで旅行には一度も行っていなく、当然ジパング倶楽部も利用できていません。早くジパング特典をフル活用して１年じゅう旅をしたいです。
23397,神奈川県,70,女性,老後の身辺整理について詳しく知りたい手セス。
23398,愛知県,66,女性,楽しみにしています。
23399,愛知県,71,男性,縄文遺跡紹介暫く続けて下さい
23400,京都府,72,女性,読者様の旅の面白い体験記も掲載してください。
23401,愛知県,72,男性,特にない
23402,神奈川県,72,女性,7月号が楽しみです
23403,青森県,71,女性,大人の休日倶楽部紙面のP62  百歳時代の楽しい人生計画　興味深く読みました。　今後もこういう記事読みたいです。
23404,静岡県,73,男性,"旬の話題を取り上げて	 絶対行きたくなるような旅の見どころ等の紹介を	 いつも楽しみにしています。"
23405,栃木県,65,男性,紙ものを送付してくれるのはありがたい。
23406,東京都,61,女性,毎月のテーマに関する情報が充実していて、素晴らしいと思います。
23407,福島県,69,男性,特になし
23408,栃木県,61,女性,若い頃に行った場所を再訪問した紀行文も読みたいです。
23409,東京都,74,女性,毎月楽しみにしてます
23410,神奈川県,72,女性,北海道、東北にある環状列石も取り上げてほしい
23411,神奈川県,72,女性,環状列石
23412,広島県,85,女性,いち早く世界遺産の情報が面白かったです。
23413,千葉県,85,女性,毎回楽しみにしています。
23414,岡山県,73,男性,宣伝のページは、女性中心。男性用もお願いしたい。
23415,静岡県,73,女性,早くジパングを使って旅に出たい気持ちいっぱいです。
23416,長野県,68,男性,長野県の記事を載せてください
23417,岡山県,69,女性,毎回楽しみにしております。
23418,大阪府,74,女性,コロナがおさまったら行きたいところばかりでした。紙面で旅行気分をあじわいました。
23419,群馬県,64,女性,日帰り旅の特集も希望
23420,静岡県,71,男性,今後も絶景鉄道旅を継続してください
23421,茨城県,82,男性,いつも楽しみに見ています。
23422,東京都,65,女性,いつも楽しく読ませていただいています。ありがとう。
23423,千葉県,64,女性,ジパング倶楽部の特典をいろいろ紹介してほしい。
23424,東京都,70,女性,コロナで旅が出来ませんが、本誌を読みながら想い出旅をしています
23425,北海道,66,男性,詰め将棋や詰碁等のせてほしいと思います。
23426,神奈川県,65,女性,行ってみたくなるような穴場情報をお願いします。
23427,宮城県,64,女性,岡山県の帆布でできてる鞄とか知りたい。通信販売があれば紹介してほしい。
23428,兵庫県,87,女性,岬特集
23429,茨城県,73,男性,毎号、楽しい記事を読むにつけ、コロナ禍での旅の“自粛”によるストレスがたまる一方です！
23430,京都府,81,女性,また別の特集に期待する
23431,愛知県,63,女性,ステイホーム中の体操の紹介。
23432,福島県,68,男性,JR利用で行ける「釣り場」を紹介して欲しい。
23433,東京都,69,男性,今は行けませんが、旅行に出かけたいですので、もっと多くの鉄道の旅を載せてください
23434,神奈川県,69,男性,特になし
23435,愛知県,75,女性,現状でよい(
23436,青森県,75,男性,せっかくの情報もコロナのため旅行に行けないのが残念
23437,秋田県,62,女性,地方でも講座等開いて欲しいです
23438,福島県,63,女性,写真がとても素晴らしいです。旅した気分になれます。
23439,東京都,65,女性,昨今、添加物が気になる商品が多い中で「マルシェ・デ・キッチン」が目に留まりました。旅情報と共に通販で購入できる記事も掲載していただけると嬉しいです。
23440,千葉県,66,男性,伊賀忍者と甲賀忍者の特集をお願い致します。
23441,千葉県,76,男性,今月号のように　故郷大阪の記事を興味深く　拝読しました。今後も関西地方の記事を積極的に掲載していただきたい
23442,茨城県,81,男性,高齢者でも気楽に参加出来るような旅企画をお願いします。
23443,兵庫県,69,男性,知らなかった町の情報が興味深いです。
23444,愛知県,80,男性,余り知られていない土地の興味深い歴史についての特集を掲載してほしい。
23445,千葉県,67,男性,離島巡りと釣りの情報を企画してほしい。
23446,愛知県,73,女性,今回の「古代ふしぎ探訪」、とても興味深く読ませていただきました。とても読みごたえがありました。
23447,神奈川県,84,男性,エリアニュースを読むことが楽しみです。地域の一押しを今後とも取り上げて欲しい。期待しています。
23448,北海道,65,女性,毎月　楽しみに　読んでいます
23449,千葉県,82,男性,興味がなかった記事についてアンケート調査は必要ないのではないでしょうか
23450,兵庫県,71,男性,残念ながら、オリンピックが開催されるなら、ますます出掛けるのは無理だと思っています。
23451,千葉県,80,男性,健康講座も入れていただきたい。
23452,茨城県,71,男性,絶景鉄道が興味深い。
23453,千葉県,68,男性,色々な場所を紹介していますがコロナで出かけられないのが辛い
23454,京都府,70,女性,本が送られて来るのが待ち遠しいです、安い旅も企画してください
23455,福島県,72,女性,ジパング倶楽部の冊子が届くと観光地に興味深くよみます。早くコロナが収束して旅行行ける事を願っています。
23456,静岡県,74,女性,旅の紹介は、大体の費用等もあると参考になる
23457,兵庫県,71,男性,青森県の三内丸山遺跡について
23458,千葉県,68,男性,コロナで旅行自粛中に、旅行ものを掲載するのは如何なものか、と思う。
23459,神奈川県,76,女性,広告のページを若干減らして旅行情報のページを増やしてほしい。
23460,青森県,71,男性,格安旅行を多く。
23461,東京都,65,女性,毎回楽しみにしています。写真が多いのが良いので。
23462,千葉県,77,女性,温泉情報もお願いします。
23463,静岡県,66,女性,コロナでも心配無く行ける場所推奨して欲しい
23464,千葉県,73,女性,記事が分かりやすい旅行代金がもう少しお安いのが望ましい。
23465,兵庫県,67,女性,世界遺産に新たに登録された琉球
23466,大阪府,67,女性,縄文　弥生　古墳時代の解説が興味深かったです。
23467,山形県,65,男性,列車で巡る全国の酒蔵紹介や、列車とレンタカーを組み合わせた全国の絶景海岸線巡りを特集して頂きたい
23468,岡山県,68,女性,特に無し
23469,岐阜県,71,男性,コロナで旅行が出来ません。なにかよい特典を
23470,東京都,77,男性,各都道府県の知られざる観光地の掲載をお願いします
23471,東京都,78,男性,コロナ疲れ解消の健康作りとか日々の過ごし方などシリーズで書いてほしい
23472,群馬県,60,女性,北海道に行きたくなりました。今はコロナがすごくて行けませんが、参考にして行って見たいです。
23473,神奈川県,71,男性,毎月楽しく読んでいる。
23474,東京都,70,男性,今後の旅行の参考になる
23475,岩手県,64,女性,今回の特集は、北海道・北東北の縄文遺跡群が世界遺産に登録されるというニュースもあり、タイムリーでした。よかったです。
23476,栃木県,65,男性,今回の古代ふしぎ探訪はおもしろく、
23477,東京都,75,男性,関東・東北等近くの観光情報が欲しいですね。
23478,奈良県,81,男性,「今月の温泉宿」を毎号、楽しみにしています。
23479,神奈川県,70,男性,太古の歴史を北から南に見る旅行がしたいと思いました
23480,千葉県,77,女性,今のままで満足
23481,東京都,71,男性,緊急事態宣言下で活動が制限されているので解除後に旅行が出来るプランを紹介して下さい。
23482,千葉県,72,男性,コロナ沈静化後の旅企画に向け、各地の観光スポットをコンパクトに紹介してほしいです。
23483,福井県,74,男性,全国の秘湯を特集して欲しい
23484,千葉県,72,女性,何時も 楽しみに 拝見している。クイズが楽しみ^_^
23485,神奈川県,70,女性,旅が大好き、早く出かけたい
23486,静岡県,82,男性,今月号は薄かった？
23487,千葉県,71,男性,観光に行きたいので、東北を、いろんな情報を
23488,群馬県,74,女性,今月号の花咲線の情報はとても面白かったです。湿原沿線の風景は緑が匂い立つ様でした。落石駅の手前で列車は再び海に近づきますの描写など自分が乗車している様でした。この様な記事を楽しみにしています。
23489,新潟県,69,女性,色々な観点から、それぞれの場所を紹介して下さるのは、後々の旅行の時のポイントになり、楽しいです。
23490,山口県,73,男性,特になし
23491,静岡県,64,女性,はやく旅行がしたいとじりじりしながらステイホームの日々です。貴誌が唯一の楽しみとなりました。季節woまえどりした特集がいいですね。
23492,大阪府,63,女性,早くコロナが治まって気楽に旅行に行きたいです。
23493,静岡県,80,女性,もっと安い宿を掲載してほしい
23494,福井県,68,男性,コロナ対策について詳しい内容。
23495,福島県,74,男性,いつもきれいな写真で行きたくなります
23496,千葉県,79,男性,特色ある神社（大社）の紹介キャンペーンを希望します。
23497,秋田県,72,男性,古代ふしぎ探訪(あ)はユネスコ関連でタイミングが良かった。
23498,静岡県,71,女性,毎号楽しみにしています。
23499,茨城県,84,男性,楽しく読んでいます
23500,兵庫県,91,男性,鉄道の旅を中心にした探訪記事が素晴らしい。この方針を継続されんことを。歴史的機関車や客車の記事も欲しい。アンケートで一つしか選択できないのが残念。評点式で複数選択が欲しい
23501,神奈川県,73,男性,高齢者の楽しめる夏の観光地の紹介
23502,宮城県,71,男性,特になし
23503,茨城県,81,男性,毎号のテーマ＆エリア特集が秀逸
23504,奈良県,69,男性,旅のプレゼントを企画して下さい。
23505,千葉県,60,女性,コロナで外出できない中もっと各地の様子がわかるとよい
23506,神奈川県,77,男性,今回の特集は、凄くよかった。
23507,東京都,62,女性,特にないです
23508,長野県,70,女性,コロナ過で中々旅行も出来ませんが、出られる様になったら美術館巡りをしたいです。
23509,山梨県,80,女性,いつも楽しく拝見させて頂いてます。このご時世で中々旅行には行けませんが、落ち着いたらエリア特集に紹介された場所等に行きたいと思います。これからも頑張って良い場所紹介して下さいね。
23510,神奈川県,72,男性,東日本以外のエリアの情報をもう少し増やしてください
23511,栃木県,69,男性,最長片道切符の特集をお願いします。
23512,京都府,78,男性,いつも楽しく拝読しております。今後ともよろしくお願いいたします。
23513,茨城県,72,男性,一泊二日の東北旅行の実施計画が欲しい
23514,京都府,64,女性,なかなか旅に行けませんが、次の楽しみに拝見してます。早く海外の情報も見れますように
23515,山口県,63,女性,4月に入会し、今回が最初のお届けで楽しみにしていました。一人旅の企画に期待します。
23516,千葉県,67,女性,楽しく拝読しております。食に関係した情報もほしいですね
23517,福井県,64,女性,秘境駅特集、お願いします。
23518,愛知県,80,男性,「鉄道旅」などで紹介される各地のオリジナルメニューのレシピなども併せて紹介されると良いのでは、と期待します
23519,兵庫県,75,男性,世界遺産として推薦できそうな場所？
23520,兵庫県,74,女性,滝なら滝、日本史なら日本史のシリーズをしてほしいです。もっと沢山知りたいです。
23521,愛知県,79,女性,全国各地の花紀行を記載して欲しい。
23522,愛知県,71,女性,いつも興味深い内容に感謝申し上げます。
23523,奈良県,65,男性,毎回楽しんで読んでいます。グルメ特集を希望します。
23524,千葉県,69,男性,湯治のスポットを紹介下さい
23525,福井県,73,男性,時節がら、日帰りコースの案内を。
23526,山形県,74,男性,グルメ関連情報を増やしてほしいです。
23527,東京都,66,女性,まだまだ旅行に出かけるのは、気がひけますが、ジパング倶楽部を見ては、いつかこんな旅をしよう、あの料理を食べに行こうと、想いを巡らせています。
23528,千葉県,71,男性,特には 有りません！
23529,岡山県,69,女性,縄文時代の特集をもっとしてください。
23530,京都府,72,女性,毎回楽しく拝読しています。特に今旅行に行けない寂しさを、この冊子で癒されています。
23531,新潟県,80,男性,壮大な北海道が感じられて良かったです。
23532,京都府,68,男性,広告は巻末にまとめてもらいたい
23533,愛知県,80,男性,貴社の編集方針に賛同致します。
23534,福島県,74,男性,１度はクイズに当選したいです。
23535,茨城県,64,女性,ツワーなどの、旅で、体験型の場合の、持ち物とか服装など、アドバイスなどが載っているといいと思います
23536,福島県,67,男性,ローカル路線駅情報
23537,大分県,62,女性,謎と発見の旅へ　はとても興味深かったです。
23538,富山県,73,男性,この内容は、会員手帳
23539,茨城県,81,男性,謎解き古代ふしき探訪、の特集は面白かった。
23540,神奈川県,71,男性,鉄道（路線，駅，車両等のジャンル）に関する１，２ページの写真や図付きの解説記事をジャンル交代で毎号シリーズとして掲載して欲しい．
23541,兵庫県,62,女性,いつも楽しみに読んでいます。いつもパズルで夫と脳トレタイムたのしんでいます。
23542,愛知県,72,男性,もっとご当地グルメ情報を
23543,埼玉県,78,男性,季節の花の群落地の情報がもう少しアルト良い。
23544,宮城県,79,男性,安く泊まれる旅館など
23545,岩手県,76,男性,特に、6月号古代探訪は気に入り記事でした。再び訪ねてみたくなる記事を掲載ください。
23546,宮城県,79,男性,安く泊まれる旅館など
23547,栃木県,75,男性,石川県観光
23548,神奈川県,72,男性,観光地の紹介
23549,長野県,78,男性,通販広告記事はいらない
23550,愛知県,65,女性,旅行情報を幅広く提供して下さい。
23551,京都府,79,男性,旅に関する記事はよほどでないと興味が無い記事はありません。
23552,山形県,74,男性,会費は支払っているのですが、コロナ禍で旅が難しい。
23553,大分県,63,女性,四国霊場八十八か所めぐりの宿の紹介
23554,愛知県,70,男性,旅行情報を幅広く提供して下さい。
23555,東京都,74,女性,いつも楽しくクイズに応募しています。当選すると良いのですが・・。
23556,大阪府,70,女性,季節感を強調した記事が欲しいです
23557,千葉県,68,女性,歴史的背景のある観光地
23558,埼玉県,70,男性,興味深い記事が多く、毎号配達されるのが楽しみです。
23559,山形県,79,男性,神社仏閣の不思議探訪もお願いします。
23560,岡山県,73,男性,近隣の情報、特に温泉情報をたくさん希望する
23561,長野県,72,女性,コロナ禍で旅も難しく記事を見て楽しんでいます。
23562,京都府,66,女性,記事の記号は煩わしいので、目次にある内容で良いと思います。
23563,愛知県,60,女性,コロナ禍で出かけられずにいましたので、会報誌に旅の楽しみ方や楽しんだ話しを載せて欲しかった。
23564,宮城県,74,男性,地方地域の祭りやイベントの紹介
23565,愛知県,71,男性,ページ数は減ったが、内容は充実している。
23566,千葉県,68,男性,いつも楽しく拝読しております。はやくコロナが収束することを願っております。
23567,栃木県,66,女性,北海道、北東北縄文遺跡群がタイムリーに世界遺産になり、興奮しています。大人の休日?楽部を利用して、是非とも行ってみたいと思います。
23568,静岡県,78,男性,満足しています。これからも頑張ってください
23569,香川県,68,女性,コロナ禍で楽しめる旅の企画をお願いします。
23570,新潟県,75,女性,古代不思議探訪の特集記事面白かったです。早く訪ねる旅ができますように！
23571,山形県,66,男性,これからもいろんな情報を発信して下さい。
23572,東京都,74,男性,楽しく読ませていただいています
23573,岡山県,86,男性,グルメ情報を含む旅行記事
23574,新潟県,75,女性,kodai husigi
23575,岐阜県,73,男性,JRさわやかウォーキングで中津川市苗木城跡へお越しください。
23576,北海道,67,男性,釣りやトレッキングに関する記事も載せてください。
23577,山梨県,74,女性,コロナの中、編集も大変なこと思います。頑張ってください?
23578,兵庫県,75,男性,エリアニュースにあるおすすめスポット等を参考にしながら旅を計画しています。今後も各地域のおすすめスポット、美味しい食べ物やイベントの紹介を期待します。
23579,神奈川県,70,男性,現在のページ数を維持してください。
23580,静岡県,77,男性,古代ふしぎ探訪は興味深かった。歴史探訪の記事をお願いします。
23581,長野県,80,男性,薄くて良い
23582,広島県,75,女性,高齢者の一人旅について
23583,埼玉県,68,男性,旅行の計画に大変役立っています。
23584,東京都,74,男性,旅の情報で東北方面の新幹線の通らない小さな駅の情報
23585,滋賀県,81,男性,各地のエリアニュースを希望します。
23586,埼玉県,70,男性,数独の掲載をお願いします。
23587,秋田県,67,女性,特にない
